Rule ID,IF (Antecedents),THEN (Consequents),Support,Confidence,Confidence (%),Lift
2282,"Age_Age_28_34, Gender_Male","Blood Pressure_BP_Normal, Diabetes_No",0.1073,0.5275,52.75%,0.9972
2283,"Cholesterol_Chol_Normal, Gender_Female, Smoking_No",Blood Pressure_BP_Normal,0.1437,0.5925,59.25%,0.9972
2284,"Age_Age_28_34, Gender_Female, Smoking_No",Heart Rate_HR_Normal,0.1177,0.7399,73.99%,0.9972
2285,"Age_Age_28_34, Blood Pressure_BP_Normal, Temperature_Temp_Normal",Diabetes_No,0.1679,0.8886,88.86%,0.9972
2286,"BMI_BMI_Normal, Diabetes_No, Gender_Female",Heart Rate_HR_Normal,0.1093,0.7399,73.99%,0.9972
2287,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1876,0.5275,52.75%,0.9972
2288,"Cholesterol_Chol_Borderline, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1588,0.6595,65.95%,0.9972
2289,"Age_Age_18_22, Blood Pressure_BP_Normal","Heart Rate_HR_Normal, Smoking_No",0.1012,0.5861,58.61%,0.9972
2290,"Blood Pressure_BP_Elevated, Diabetes_No",Temperature_Temp_Normal,0.1368,0.7762,77.62%,0.9972
2291,"Age_Age_23_27, Heart Rate_HR_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1184,0.5483,54.83%,0.9972
2292,Height_Height_170_180,Cholesterol_Chol_Normal,0.1218,0.6149,61.49%,0.9971
2293,"Height_Height_180_190, Temperature_Temp_Normal","Diabetes_No, Smoking_No",0.1076,0.7035,70.35%,0.9971
2294,"Age_Age_23_27, Diabetes_No, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1184,0.6149,61.49%,0.9971
2295,"Blood Pressure_BP_Normal, Gender_Female, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1195,0.5227,52.27%,0.9971
2296,"BMI_BMI_Underweight, Gender_Male",Temperature_Temp_Normal,0.108,0.7762,77.62%,0.9971
2297,"Diabetes_No, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.2412,0.5925,59.25%,0.9971
2298,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline","Diabetes_No, Smoking_No",0.1274,0.7035,70.35%,0.9971
2299,"Cholesterol_Chol_Borderline, Smoking_No",Heart Rate_HR_Normal,0.1781,0.7399,73.99%,0.9971
2300,"Age_Age_28_34, Gender_Male",Blood Pressure_BP_Normal,0.1205,0.5925,59.25%,0.9971
2301,"Heart Rate_HR_Normal, Smoking_Yes, Temperature_Temp_Normal",Diabetes_No,0.1019,0.8885,88.85%,0.9971
2302,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1666,0.7894,78.94%,0.9971
2303,"Age_Age_28_34, Gender_Female, Heart Rate_HR_Normal",Smoking_No,0.1177,0.7894,78.94%,0.9971
2304,"Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.2412,0.6144,61.44%,0.9971
2305,"Diabetes_No, Heart Rate_HR_Normal, Height_Height_150_160",Temperature_Temp_Normal,0.1023,0.7761,77.61%,0.9971
2306,"Age_Age_28_34, Blood Pressure_BP_Normal, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.132,0.8885,88.85%,0.9971
2307,"Blood Type_O, Diabetes_No",Cholesterol_Chol_Normal,0.1376,0.6148,61.48%,0.9971
2308,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1481,0.7893,78.93%,0.9971
2309,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal","Diabetes_No, Smoking_No",0.2576,0.7035,70.35%,0.9971
2310,"BMI_BMI_Underweight, Smoking_No",Temperature_Temp_Normal,0.1725,0.7761,77.61%,0.9971
2311,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.2816,0.7761,77.61%,0.9971
2312,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1481,0.6143,61.43%,0.9971
2313,"Age_Age_18_22, Diabetes_No, Temperature_Temp_Normal",Smoking_No,0.1593,0.7893,78.93%,0.9971
2314,"BMI_BMI_Underweight, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1134,0.5472,54.72%,0.9971
2315,"Blood Type_B, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1144,0.6148,61.48%,0.9971
2316,"BMI_BMI_Underweight, Smoking_No",Blood Pressure_BP_Normal,0.1317,0.5925,59.25%,0.9971
2317,"Diabetes_No, Height_Height_180_190, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1008,0.7398,73.98%,0.997
2318,"Blood Type_B, Smoking_No, Temperature_Temp_Normal",Diabetes_No,0.1372,0.8885,88.85%,0.997
2319,"Diabetes_No, Smoking_Yes",Heart Rate_HR_Normal,0.1308,0.7398,73.98%,0.997
2320,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal",Heart Rate_HR_Normal,0.2709,0.7398,73.98%,0.997
2321,"Age_Age_28_34, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.165,0.7893,78.93%,0.997
2322,"BMI_BMI_Underweight, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1609,0.7761,77.61%,0.997
2323,"BMI_BMI_Normal, Diabetes_No, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1356,0.6148,61.48%,0.997
2324,"Heart Rate_HR_Normal, Height_Height_150_160",Temperature_Temp_Normal,0.1153,0.7761,77.61%,0.997
2325,"Blood Pressure_BP_Normal, Smoking_No","Cholesterol_Chol_Normal, Diabetes_No",0.2576,0.5482,54.82%,0.997
2326,"Blood Type_O, Smoking_No",Heart Rate_HR_Normal,0.1462,0.7398,73.98%,0.997
2327,"BMI_BMI_Normal, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1352,0.5226,52.26%,0.997
2328,"Blood Type_O, Diabetes_No, Smoking_No",Heart Rate_HR_Normal,0.1304,0.7398,73.98%,0.997
2329,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1481,0.7398,73.98%,0.997
2330,"Age_Age_18_22, Gender_Male",Smoking_No,0.1128,0.7893,78.93%,0.997
2331,"Cholesterol_Chol_Normal, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.2816,0.586,58.6%,0.997
2332,"Diabetes_No, Height_Height_170_180",Cholesterol_Chol_Normal,0.1085,0.6148,61.48%,0.997
2333,"Blood Type_AB, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1337,0.691,69.1%,0.997
2334,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Diabetes_No",Blood Pressure_BP_Normal,0.1082,0.5924,59.24%,0.997
2335,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male",Cholesterol_Chol_Normal,0.1608,0.6148,61.48%,0.997
2336,Age_Age_28_34,Heart Rate_HR_Normal,0.3025,0.7398,73.98%,0.997
2337,"Diabetes_No, Height_Height_190_200",Temperature_Temp_Normal,0.137,0.7761,77.61%,0.997
2338,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.3103,0.7034,70.34%,0.997
2339,"Age_Age_28_34, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1485,0.5924,59.24%,0.997
2340,"Blood Type_B, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.1309,0.7034,70.34%,0.997
2341,"Age_Age_28_34, Blood Pressure_BP_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal",0.1262,0.6594,65.94%,0.997
2342,"BMI_BMI_Normal, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1352,0.776,77.6%,0.997
2343,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1018,0.5754,57.54%,0.997
2344,"BMI_BMI_Underweight, Weight_Weight_40_50",Diabetes_No,0.1264,0.8884,88.84%,0.997
2345,"BMI_BMI_Normal, Gender_Female",Heart Rate_HR_Normal,0.1221,0.7398,73.98%,0.997
2346,"BMI_BMI_Normal, Cholesterol_Chol_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1119,0.5471,54.71%,0.997
2347,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal","Heart Rate_HR_Normal, Smoking_No",0.2146,0.586,58.6%,0.997
2348,"Age_Age_28_34, BMI_BMI_Underweight",Diabetes_No,0.1017,0.8884,88.84%,0.997
2349,"BMI_BMI_Underweight, Cholesterol_Chol_Normal","Smoking_No, Temperature_Temp_Normal",0.1066,0.6143,61.43%,0.9969
2350,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.1193,0.586,58.6%,0.9969
2351,"Age_Age_28_34, Cholesterol_Chol_Normal","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1451,0.5754,57.54%,0.9969
2352,"Age_Age_28_34, Diabetes_No, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1657,0.6148,61.48%,0.9969
2353,"Blood Type_O, Smoking_No",Blood Pressure_BP_Normal,0.1171,0.5924,59.24%,0.9969
2354,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1876,0.5123,51.23%,0.9969
2355,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1195,0.7397,73.97%,0.9969
2356,"Diabetes_No, Gender_Female, Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.1538,0.5924,59.24%,0.9969
2357,"Age_Age_28_34, Gender_Female","Diabetes_No, Temperature_Temp_Normal",0.1394,0.691,69.1%,0.9969
2358,Weight_Weight_40_50,Heart Rate_HR_Normal,0.1216,0.7397,73.97%,0.9969
2359,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1259,0.5924,59.24%,0.9969
2360,"Blood Type_O, Heart Rate_HR_Normal","Smoking_No, Temperature_Temp_Normal",0.1141,0.6143,61.43%,0.9969
2361,"Age_Age_28_34, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1855,0.7397,73.97%,0.9969
2362,"Age_Age_28_34, Diabetes_No, Gender_Male, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1043,0.7397,73.97%,0.9969
2363,"Smoking_No, Weight_Weight_80_90",Temperature_Temp_Normal,0.101,0.776,77.6%,0.9969
2364,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male",Diabetes_No,0.1608,0.8884,88.84%,0.9969
2365,"Age_Age_28_34, Heart Rate_HR_Normal","Diabetes_No, Smoking_No",0.2128,0.7034,70.34%,0.9969
2366,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Diabetes_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1051,0.5754,57.54%,0.9969
2367,"Blood Pressure_BP_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.2714,0.7892,78.92%,0.9969
2368,"Age_Age_28_34, Cholesterol_Chol_Normal","Smoking_No, Temperature_Temp_Normal",0.1549,0.6142,61.42%,0.9969
2369,"Blood Pressure_BP_Normal, Gender_Female","Heart Rate_HR_Normal, Smoking_No",0.1722,0.586,58.6%,0.9969
2370,Height_Height_180_190,"Smoking_No, Temperature_Temp_Normal",0.1209,0.6142,61.42%,0.9969
2371,"Age_Age_28_34, Heart Rate_HR_Normal, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1241,0.5274,52.74%,0.9969
2372,"Blood Pressure_BP_Normal, Gender_Male",Cholesterol_Chol_Normal,0.181,0.6147,61.47%,0.9969
2373,Age_Age_28_34,"Heart Rate_HR_Normal, Temperature_Temp_Normal",0.2353,0.5754,57.54%,0.9969
2374,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No","Smoking_No, Temperature_Temp_Normal",0.2002,0.6142,61.42%,0.9969
2375,"Blood Pressure_BP_Normal, Gender_Female, Smoking_No",Heart Rate_HR_Normal,0.1722,0.7397,73.97%,0.9969
2376,"BMI_BMI_Normal, Blood Pressure_BP_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1079,0.5471,54.71%,0.9969
2377,Height_Height_180_190,Smoking_No,0.1553,0.7892,78.92%,0.9969
2378,Blood Type_B,"Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1309,0.5225,52.25%,0.9969
2379,"Heart Rate_HR_Normal, Height_Height_190_200","Diabetes_No, Temperature_Temp_Normal",0.1008,0.6909,69.09%,0.9969
2380,"BMI_BMI_Underweight, Smoking_No",Heart Rate_HR_Normal,0.1644,0.7397,73.97%,0.9969
2381,Cholesterol_Chol_Borderline,Temperature_Temp_Normal,0.2362,0.7759,77.59%,0.9968
2382,"Cholesterol_Chol_Borderline, Gender_Male",Heart Rate_HR_Normal,0.1121,0.7397,73.97%,0.9968
2383,Blood Type_B,"Diabetes_No, Smoking_No",0.1762,0.7033,70.33%,0.9968
2384,BMI_BMI_Obese,Blood Pressure_BP_Normal,0.1074,0.5923,59.23%,0.9968
2385,"Age_Age_28_34, Gender_Male",Cholesterol_Chol_Normal,0.125,0.6147,61.47%,0.9968
2386,Smoking_Yes,"Diabetes_No, Heart Rate_HR_Normal",0.1308,0.6593,65.93%,0.9968
2387,"Blood Type_B, Diabetes_No, Smoking_No",Cholesterol_Chol_Normal,0.1083,0.6147,61.47%,0.9968
2388,Weight_Weight_60_70,Cholesterol_Chol_Normal,0.101,0.6147,61.47%,0.9968
2389,"Blood Type_A, Diabetes_No","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1252,0.5754,57.54%,0.9968
2390,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No",Heart Rate_HR_Normal,0.2411,0.7396,73.96%,0.9968
2391,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Diabetes_No","Heart Rate_HR_Normal, Smoking_No",0.191,0.5859,58.59%,0.9968
2392,"Blood Type_O, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1018,0.6592,65.92%,0.9968
2393,"BMI_BMI_Normal, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.1511,0.7759,77.59%,0.9968
2394,"Age_Age_28_34, Cholesterol_Chol_Normal, Smoking_No","Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1018,0.5123,51.23%,0.9968
2395,"BMI_BMI_Normal, Gender_Female",Smoking_No,0.1303,0.7891,78.91%,0.9968
2396,"Blood Type_O, Cholesterol_Chol_Normal, Diabetes_No",Heart Rate_HR_Normal,0.1018,0.7396,73.96%,0.9968
2397,"Height_Height_180_190, Smoking_No",Heart Rate_HR_Normal,0.1149,0.7396,73.96%,0.9968
2398,"Age_Age_28_34, Gender_Female, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1099,0.6909,69.09%,0.9968
2399,"Age_Age_18_22, Diabetes_No, Gender_Male",Smoking_No,0.1004,0.7891,78.91%,0.9968
2400,"Gender_Male, Smoking_No",Cholesterol_Chol_Normal,0.2407,0.6147,61.47%,0.9968
2401,"Age_Age_28_34, Blood Pressure_BP_Normal","Diabetes_No, Temperature_Temp_Normal",0.1679,0.6909,69.09%,0.9968
2402,"BMI_BMI_Underweight, Gender_Female",Temperature_Temp_Normal,0.1076,0.7759,77.59%,0.9968
2403,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Smoking_No",Heart Rate_HR_Normal,0.1538,0.7396,73.96%,0.9968
2404,"Blood Pressure_BP_Normal, Gender_Male",Diabetes_No,0.2615,0.8882,88.82%,0.9968
2405,"Blood Type_A, Diabetes_No",Temperature_Temp_Normal,0.1688,0.7759,77.59%,0.9968
2406,"Age_Age_28_34, Cholesterol_Chol_Normal",Blood Pressure_BP_Normal,0.1494,0.5923,59.23%,0.9968
2407,"Age_Age_28_34, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.209,0.8882,88.82%,0.9968
2408,"Blood Type_O, Cholesterol_Chol_Normal","Diabetes_No, Smoking_No",0.1085,0.7033,70.33%,0.9968
2409,"Cholesterol_Chol_Normal, Smoking_No, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.2002,0.5273,52.73%,0.9968
2410,"Age_Age_18_22, Cholesterol_Chol_Normal","Heart Rate_HR_Normal, Smoking_No",0.1058,0.5859,58.59%,0.9967
2411,"Diabetes_No, Height_Height_190_200",Heart Rate_HR_Normal,0.1305,0.7396,73.96%,0.9967
2412,Age_Age_18_22,"Smoking_No, Temperature_Temp_Normal",0.1785,0.6142,61.42%,0.9967
2413,"Age_Age_28_34, Blood Pressure_BP_Normal, Smoking_No",Cholesterol_Chol_Normal,0.1176,0.6146,61.46%,0.9967
2414,"Blood Type_B, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.1018,0.5225,52.25%,0.9967
2415,"BMI_BMI_Underweight, Diabetes_No",Heart Rate_HR_Normal,0.1851,0.7396,73.96%,0.9967
2416,"Age_Age_28_34, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.209,0.6908,69.08%,0.9967
2417,"BMI_BMI_Normal, Diabetes_No",Blood Pressure_BP_Normal,0.1758,0.5923,59.23%,0.9967
2418,"Blood Pressure_BP_Normal, Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.2412,0.7891,78.91%,0.9967
2419,"BMI_BMI_Normal, Heart Rate_HR_Normal",Smoking_No,0.1948,0.7891,78.91%,0.9967
2420,"Age_Age_28_34, Cholesterol_Chol_Normal, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1018,0.7396,73.96%,0.9967
2421,"Cholesterol_Chol_Borderline, Gender_Female","Diabetes_No, Temperature_Temp_Normal",0.1036,0.6908,69.08%,0.9967
2422,"Age_Age_28_34, Gender_Male, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1043,0.6592,65.92%,0.9967
2423,"Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.2411,0.5273,52.73%,0.9967
2424,"Gender_Male, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.2113,0.5481,54.81%,0.9967
2425,"Cholesterol_Chol_Borderline, Gender_Male","Diabetes_No, Temperature_Temp_Normal",0.1047,0.6908,69.08%,0.9967
2426,"Diabetes_No, Height_Height_150_160, Smoking_No",Temperature_Temp_Normal,0.109,0.7758,77.58%,0.9967
2427,Weight_Weight_40_50,Diabetes_No,0.146,0.8882,88.82%,0.9967
2428,"BMI_BMI_Underweight, Weight_Weight_40_50",Temperature_Temp_Normal,0.1104,0.7758,77.58%,0.9967
2429,"Age_Age_28_34, Gender_Female","Cholesterol_Chol_Normal, Diabetes_No",0.1106,0.548,54.8%,0.9967
2430,"Blood Type_B, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1018,0.6592,65.92%,0.9967
2431,"BMI_BMI_Normal, Gender_Female, Temperature_Temp_Normal",Smoking_No,0.1015,0.789,78.9%,0.9967
2432,Blood Type_AB,"Diabetes_No, Temperature_Temp_Normal",0.1686,0.6908,69.08%,0.9967
2433,"Blood Pressure_BP_Normal, Gender_Male, Heart Rate_HR_Normal",Smoking_No,0.1731,0.789,78.9%,0.9967
2434,"Cholesterol_Chol_Normal, Diabetes_No, Gender_Female",Blood Pressure_BP_Normal,0.1618,0.5922,59.22%,0.9967
2435,"BMI_BMI_Normal, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1252,0.6146,61.46%,0.9967
2436,"Blood Pressure_BP_Normal, Gender_Male, Smoking_No, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1193,0.6592,65.92%,0.9967
2437,"Blood Pressure_BP_Elevated, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1136,0.7395,73.95%,0.9967
2438,"Blood Pressure_BP_Normal, Gender_Male, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1515,0.6908,69.08%,0.9966
2439,"Gender_Male, Smoking_No, Temperature_Temp_Normal",Cholesterol_Chol_Normal,0.1874,0.6146,61.46%,0.9966
2440,"Age_Age_28_34, Gender_Male","Diabetes_No, Smoking_No",0.143,0.7032,70.32%,0.9966
2441,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Male",Smoking_No,0.2063,0.789,78.9%,0.9966
2442,"BMI_BMI_Normal, Diabetes_No, Smoking_No, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1079,0.5922,59.22%,0.9966
2443,"BMI_BMI_Normal, Cholesterol_Chol_Normal, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1178,0.7758,77.58%,0.9966
2444,"Cholesterol_Chol_Borderline, Diabetes_No, Gender_Male",Temperature_Temp_Normal,0.1047,0.7758,77.58%,0.9966
2445,"Blood Type_O, Smoking_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1141,0.7395,73.95%,0.9966
2446,"Age_Age_18_22, Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.1012,0.5922,59.22%,0.9966
2447,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal","Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1018,0.547,54.7%,0.9966
2448,BMI_BMI_Underweight,"Diabetes_No, Heart Rate_HR_Normal",0.1851,0.6591,65.91%,0.9966
2449,Blood Type_A,"Diabetes_No, Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1252,0.5122,51.22%,0.9966
2450,Temperature_Temp_Fever,Blood Pressure_BP_Normal,0.125,0.5922,59.22%,0.9966
2451,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male, Temperature_Temp_Normal",Diabetes_No,0.1254,0.8881,88.81%,0.9966
2452,"Gender_Male, Heart Rate_HR_Normal, Smoking_No, Temperature_Temp_Normal","Blood Pressure_BP_Normal, Diabetes_No",0.1193,0.5272,52.72%,0.9966
2453,Gender_Male,"Cholesterol_Chol_Normal, Diabetes_No",0.2712,0.548,54.8%,0.9966
2454,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal",Smoking_No,0.1145,0.789,78.9%,0.9966
2455,"Age_Age_28_34, Cholesterol_Chol_Normal, Temperature_Temp_Normal",Diabetes_No,0.1748,0.8881,88.81%,0.9966
2456,"Diabetes_No, Heart Rate_HR_Normal, Height_Height_180_190",Temperature_Temp_Normal,0.1008,0.7757,77.57%,0.9966
2457,"Cholesterol_Chol_Normal, Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Temperature_Temp_Normal,0.2512,0.7757,77.57%,0.9966
2458,"Diabetes_No, Weight_Weight_40_50",Temperature_Temp_Normal,0.1133,0.7757,77.57%,0.9966
2459,"Cholesterol_Chol_Normal, Gender_Female, Temperature_Temp_Normal",Blood Pressure_BP_Normal,0.1413,0.5922,59.22%,0.9966
2460,"Blood Pressure_BP_Normal, Diabetes_No, Gender_Female, Temperature_Temp_Normal","Heart Rate_HR_Normal, Smoking_No",0.1195,0.5858,58.58%,0.9966
2461,"Blood Pressure_BP_Normal, Cholesterol_Chol_Normal, Gender_Male, Heart Rate_HR_Normal",Diabetes_No,0.1196,0.888,88.8%,0.9965
2462,"Diabetes_No, Height_Height_170_180","Heart Rate_HR_Normal, Temperature_Temp_Normal",0.1015,0.5752,57.52%,0.9965
2463,"Blood Pressure_BP_Normal, Cholesterol_Chol_Borderline",Temperature_Temp_Normal,0.1404,0.7757,77.57%,0.9965
2464,"Blood Type_A, Temperature_Temp_Normal",Diabetes_No,0.1688,0.888,88.8%,0.9965
2465,"Diabetes_No, Weight_Weight_50_60",Temperature_Temp_Normal,0.1154,0.7757,77.57%,0.9965
2466,BMI_BMI_Underweight,Temperature_Temp_Normal,0.2178,0.7757,77.57%,0.9965
2467,"Age_Age_28_34, Gender_Male, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1168,0.7757,77.57%,0.9965
2468,"Blood Pressure_BP_Normal, Gender_Male, Temperature_Temp_Normal",Smoking_No,0.1811,0.7889,78.89%,0.9965
2469,"Age_Age_28_34, Diabetes_No, Gender_Female, Heart Rate_HR_Normal",Temperature_Temp_Normal,0.1028,0.7757,77.57%,0.9965
2470,Blood Type_A,"Diabetes_No, Temperature_Temp_Normal",0.1688,0.6907,69.07%,0.9965
2471,"BMI_BMI_Underweight, Smoking_No","Diabetes_No, Temperature_Temp_Normal",0.1535,0.6907,69.07%,0.9965
2472,"Gender_Male, Smoking_No, Temperature_Temp_Normal","Cholesterol_Chol_Normal, Diabetes_No",0.1671,0.5479,54.79%,0.9965
2473,"Height_Height_180_190, Temperature_Temp_Normal","Diabetes_No, Heart Rate_HR_Normal",0.1008,0.659,65.9%,0.9965
2474,"BMI_BMI_Normal, Blood Pressure_BP_Normal, Diabetes_No, Temperature_Temp_Normal",Heart Rate_HR_Normal,0.1017,0.7394,73.94%,0.9965
2475,Age_Age_28_34,"Diabetes_No, Heart Rate_HR_Normal",0.2695,0.659,65.9%,0.9965
2476,"Age_Age_28_34, Diabetes_No, Gender_Male, Heart Rate_HR_Normal",Smoking_No,0.1061,0.7889,78.89%,0.9965
2477,"Blood Type_O, Heart Rate_HR_Normal",Cholesterol_Chol_Normal,0.1142,0.6145,61.45%,0.9965
2478,"Blood Pressure_BP_Normal, Gender_Male, Heart Rate_HR_Normal",Diabetes_No,0.1948,0.888,88.8%,0.9965
2479,"Cholesterol_Chol_Borderline, Diabetes_No","Heart Rate_HR_Normal, Smoking_No",0.1588,0.5857,58.57%,0.9965
2480,Height_Height_170_180,"Cholesterol_Chol_Normal, Diabetes_No",0.1085,0.5479,54.79%,0.9965
2481,"Diabetes_No, Height_Height_180_190, Smoking_No",Temperature_Temp_Normal,0.1076,0.7756,77.56%,0.9965
2482,"Age_Age_28_34, Heart Rate_HR_Normal",Smoking_No,0.2386,0.7889,78.89%,0.9965
2483,BMI_BMI_Underweight,"Diabetes_No, Smoking_No, Temperature_Temp_Normal",0.1535,0.5469,54.69%,0.9964
2484,Blood Pressure_BP_Normal,"Diabetes_No, Heart Rate_HR_Normal, Smoking_No",0.3103,0.5223,52.23%,0.9964
2485,"Diabetes_No, Heart Rate_HR_Normal, Smoking_No",Blood Pressure_BP_Normal,0.3103,0.5921,59.21%,0.9964
2486,"BMI_BMI_Underweight, Heart Rate_HR_Normal","Diabetes_No, Temperature_Temp_Normal",0.1432,0.6906,69.06%,0.9964
2487,"Age_Age_28_34, Cholesterol_Chol_Normal, Heart Rate_HR_Normal, Temperature_Temp_Normal",Diabetes_No,0.1288,0.8879,88.79%,0.9964
2488,"BMI_BMI_Normal, Smoking_No",Blood Pressure_BP_Normal,0.1551,0.5921,59.21%,0.9964
